district_slug,crop_code,week_of_year,stage,risk_notes_en,risk_notes_ne
kailali,mustard,39,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,mustard,40,land-prep,Fine tilth needed for small seed; conserve residual monsoon moisture.,सानो बीउका लागि मसिनो माटो चाहिन्छ; मनसुनको बाँकी चिस्यान जोगाउनुहोस्।
kailali,mustard,41,land-prep,Fine tilth needed for small seed; conserve residual monsoon moisture.,सानो बीउका लागि मसिनो माटो चाहिन्छ; मनसुनको बाँकी चिस्यान जोगाउनुहोस्।
kailali,mustard,42,sowing,Sow late September–October with residual moisture; late sowing increases aphid exposure.,असोज–कात्तिकमा बाँकी चिस्यानमै छर्नुहोस्; ढिलो छरे लाही कीराको प्रकोप बढ्छ।
kailali,mustard,43,sowing,Sow late September–October with residual moisture; late sowing increases aphid exposure.,असोज–कात्तिकमा बाँकी चिस्यानमै छर्नुहोस्; ढिलो छरे लाही कीराको प्रकोप बढ्छ।
kailali,mustard,44,sowing,Sow late September–October with residual moisture; late sowing increases aphid exposure.,असोज–कात्तिकमा बाँकी चिस्यानमै छर्नुहोस्; ढिलो छरे लाही कीराको प्रकोप बढ्छ।
kailali,mustard,45,vegetative,Thin to proper spacing; first irrigation ~30 days after sowing if no rain.,उचित दूरीमा बोट पातलो पार्नुहोस्; वर्षा नभए छरेको करिब ३० दिनपछि पहिलो सिँचाइ गर्नुहोस्।
kailali,mustard,46,vegetative,Thin to proper spacing; first irrigation ~30 days after sowing if no rain.,उचित दूरीमा बोट पातलो पार्नुहोस्; वर्षा नभए छरेको करिब ३० दिनपछि पहिलो सिँचाइ गर्नुहोस्।
kailali,mustard,47,vegetative,Thin to proper spacing; first irrigation ~30 days after sowing if no rain.,उचित दूरीमा बोट पातलो पार्नुहोस्; वर्षा नभए छरेको करिब ३० दिनपछि पहिलो सिँचाइ गर्नुहोस्।
kailali,mustard,48,vegetative,Thin to proper spacing; first irrigation ~30 days after sowing if no rain.,उचित दूरीमा बोट पातलो पार्नुहोस्; वर्षा नभए छरेको करिब ३० दिनपछि पहिलो सिँचाइ गर्नुहोस्।
kailali,mustard,49,flowering,Aphid pressure peaks in cool foggy weather; avoid spraying during bee foraging hours.,चिसो कुहिरो लाग्दा लाही कीराको प्रकोप बढ्छ; मौरी चर्ने समयमा विषादी नछर्नुहोस्।
kailali,mustard,50,flowering,Aphid pressure peaks in cool foggy weather; avoid spraying during bee foraging hours.,चिसो कुहिरो लाग्दा लाही कीराको प्रकोप बढ्छ; मौरी चर्ने समयमा विषादी नछर्नुहोस्।
kailali,mustard,51,flowering,Aphid pressure peaks in cool foggy weather; avoid spraying during bee foraging hours.,चिसो कुहिरो लाग्दा लाही कीराको प्रकोप बढ्छ; मौरी चर्ने समयमा विषादी नछर्नुहोस्।
kailali,mustard,52,flowering,Aphid pressure peaks in cool foggy weather; avoid spraying during bee foraging hours.,चिसो कुहिरो लाग्दा लाही कीराको प्रकोप बढ्छ; मौरी चर्ने समयमा विषादी नछर्नुहोस्।
kailali,sugarcane,1,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,2,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,3,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,4,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,5,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,6,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,7,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,8,land-prep,Deep ploughing and furrow preparation; plan setts from disease-free nursery.,गहिरो जोताइ र कुलेसो तयारी गर्नुहोस्; रोगमुक्त नर्सरीबाट बीउ टुक्रा (सेट) योजना गर्नुहोस्।
kailali,sugarcane,9,land-prep,Deep ploughing and furrow preparation; plan setts from disease-free nursery.,गहिरो जोताइ र कुलेसो तयारी गर्नुहोस्; रोगमुक्त नर्सरीबाट बीउ टुक्रा (सेट) योजना गर्नुहोस्।
kailali,sugarcane,10,sowing,Plant three-bud setts Feb–Mar; irrigate immediately after planting in dry spring.,फागुन–चैतमा तीन आँख्ला भएका टुक्रा रोप्नुहोस्; सुख्खा वसन्तमा रोपेलगत्तै सिँचाइ गर्नुहोस्।
kailali,sugarcane,11,sowing,Plant three-bud setts Feb–Mar; irrigate immediately after planting in dry spring.,फागुन–चैतमा तीन आँख्ला भएका टुक्रा रोप्नुहोस्; सुख्खा वसन्तमा रोपेलगत्तै सिँचाइ गर्नुहोस्।
kailali,sugarcane,12,sowing,Plant three-bud setts Feb–Mar; irrigate immediately after planting in dry spring.,फागुन–चैतमा तीन आँख्ला भएका टुक्रा रोप्नुहोस्; सुख्खा वसन्तमा रोपेलगत्तै सिँचाइ गर्नुहोस्।
kailali,sugarcane,13,sowing,Plant three-bud setts Feb–Mar; irrigate immediately after planting in dry spring.,फागुन–चैतमा तीन आँख्ला भएका टुक्रा रोप्नुहोस्; सुख्खा वसन्तमा रोपेलगत्तै सिँचाइ गर्नुहोस्।
kailali,sugarcane,14,sowing,Plant three-bud setts Feb–Mar; irrigate immediately after planting in dry spring.,फागुन–चैतमा तीन आँख्ला भएका टुक्रा रोप्नुहोस्; सुख्खा वसन्तमा रोपेलगत्तै सिँचाइ गर्नुहोस्।
kailali,sugarcane,15,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,16,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,17,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,18,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,19,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,20,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,21,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,22,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,23,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,24,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,25,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,26,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,27,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,28,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,29,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,30,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,31,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,32,vegetative,Tillering and grand growth through monsoon; earth-up and tie canes before storm season.,मनसुनभर गाँज हाल्ने र तीव्र वृद्धि हुन्छ; हुरी मौसमअघि माटो चढाउने र उखु बाँध्ने काम गर्नुहोस्।
kailali,sugarcane,33,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,34,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,35,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,36,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,37,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,38,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,39,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,40,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,41,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,42,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,43,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,44,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,45,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,46,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,47,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,48,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,49,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,50,grain-fill,Sucrose accumulation improves with cool dry autumn; stop irrigation 2–3 weeks before harvest.,चिसो सुख्खा शरदमा चिनीको मात्रा बढ्छ; कटानीको २–३ हप्ताअघि सिँचाइ रोक्नुहोस्।
kailali,sugarcane,51,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,sugarcane,52,harvest,Harvest Dec–Feb at peak sucrose; crush within 24–48 hours of cutting.,चिनीको मात्रा उच्च हुँदा (पुस–माघ) कटानी गर्नुहोस्; काटेको २४–४८ घण्टाभित्र पेल्नुहोस्।
kailali,potato,1,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,2,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,3,grain-fill,Tuber bulking: keep soil evenly moist; frost on clear January nights can scorch foliage.,दाना बढ्ने बेला: माटो एकनासले ओसिलो राख्नुहोस्; माघको सफा रातको तुषारोले पात डढाउन सक्छ।
kailali,potato,4,grain-fill,Tuber bulking: keep soil evenly moist; frost on clear January nights can scorch foliage.,दाना बढ्ने बेला: माटो एकनासले ओसिलो राख्नुहोस्; माघको सफा रातको तुषारोले पात डढाउन सक्छ।
kailali,potato,5,grain-fill,Tuber bulking: keep soil evenly moist; frost on clear January nights can scorch foliage.,दाना बढ्ने बेला: माटो एकनासले ओसिलो राख्नुहोस्; माघको सफा रातको तुषारोले पात डढाउन सक्छ।
kailali,potato,6,grain-fill,Tuber bulking: keep soil evenly moist; frost on clear January nights can scorch foliage.,दाना बढ्ने बेला: माटो एकनासले ओसिलो राख्नुहोस्; माघको सफा रातको तुषारोले पात डढाउन सक्छ।
kailali,potato,7,grain-fill,Tuber bulking: keep soil evenly moist; frost on clear January nights can scorch foliage.,दाना बढ्ने बेला: माटो एकनासले ओसिलो राख्नुहोस्; माघको सफा रातको तुषारोले पात डढाउन सक्छ।
kailali,potato,8,harvest,"Dehaulm 10–14 days before digging for skin set; cure in shade, never in direct sun.","बोक्रा बस्नका लागि खन्नुभन्दा १०–१४ दिनअघि झ्याङ काट्नुहोस्; छहारीमा सुकाउनुहोस्, घाममा कहिल्यै होइन।"
kailali,potato,9,harvest,"Dehaulm 10–14 days before digging for skin set; cure in shade, never in direct sun.","बोक्रा बस्नका लागि खन्नुभन्दा १०–१४ दिनअघि झ्याङ काट्नुहोस्; छहारीमा सुकाउनुहोस्, घाममा कहिल्यै होइन।"
kailali,potato,10,harvest,"Dehaulm 10–14 days before digging for skin set; cure in shade, never in direct sun.","बोक्रा बस्नका लागि खन्नुभन्दा १०–१४ दिनअघि झ्याङ काट्नुहोस्; छहारीमा सुकाउनुहोस्, घाममा कहिल्यै होइन।"
kailali,potato,11,harvest,"Dehaulm 10–14 days before digging for skin set; cure in shade, never in direct sun.","बोक्रा बस्नका लागि खन्नुभन्दा १०–१४ दिनअघि झ्याङ काट्नुहोस्; छहारीमा सुकाउनुहोस्, घाममा कहिल्यै होइन।"
kailali,potato,12,harvest,"Dehaulm 10–14 days before digging for skin set; cure in shade, never in direct sun.","बोक्रा बस्नका लागि खन्नुभन्दा १०–१४ दिनअघि झ्याङ काट्नुहोस्; छहारीमा सुकाउनुहोस्, घाममा कहिल्यै होइन।"
kailali,potato,13,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
kailali,potato,14,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
kailali,potato,15,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
kailali,potato,16,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,17,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,18,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,19,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,20,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,21,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,22,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,23,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,24,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,25,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,26,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,27,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,28,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,29,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,30,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,31,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,32,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,33,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,34,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,35,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,36,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,37,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,38,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,39,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,40,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,41,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
kailali,potato,42,land-prep,Prepare ridges after monsoon recedes; well-drained loose soil prevents tuber rot.,मनसुन सकिएपछि ड्याङ बनाउनुहोस्; निकास राम्रो भएको खुकुलो माटोले दाना कुहिनबाट जोगाउँछ।
kailali,potato,43,land-prep,Prepare ridges after monsoon recedes; well-drained loose soil prevents tuber rot.,मनसुन सकिएपछि ड्याङ बनाउनुहोस्; निकास राम्रो भएको खुकुलो माटोले दाना कुहिनबाट जोगाउँछ।
kailali,potato,44,sowing,Plant sprouted seed tubers Oct–Nov; soil moisture at planting is critical for uniform emergence.,टुसा उम्रेका बीउ आलु कात्तिक–मंसिरमा रोप्नुहोस्; एकनासले उम्रन रोप्दा माटोको चिस्यान महत्वपूर्ण छ।
kailali,potato,45,sowing,Plant sprouted seed tubers Oct–Nov; soil moisture at planting is critical for uniform emergence.,टुसा उम्रेका बीउ आलु कात्तिक–मंसिरमा रोप्नुहोस्; एकनासले उम्रन रोप्दा माटोको चिस्यान महत्वपूर्ण छ।
kailali,potato,46,sowing,Plant sprouted seed tubers Oct–Nov; soil moisture at planting is critical for uniform emergence.,टुसा उम्रेका बीउ आलु कात्तिक–मंसिरमा रोप्नुहोस्; एकनासले उम्रन रोप्दा माटोको चिस्यान महत्वपूर्ण छ।
kailali,potato,47,sowing,Plant sprouted seed tubers Oct–Nov; soil moisture at planting is critical for uniform emergence.,टुसा उम्रेका बीउ आलु कात्तिक–मंसिरमा रोप्नुहोस्; एकनासले उम्रन रोप्दा माटोको चिस्यान महत्वपूर्ण छ।
kailali,potato,48,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,49,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,50,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,51,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
kailali,potato,52,vegetative,Earth-up twice; late blight risk spikes with fog and drizzle — prophylactic spray on forecast.,दुई पटक माटो चढाउनुहोस्; कुहिरो र सिमसिम पानीले डढुवा रोगको जोखिम बढाउँछ — पूर्वानुमान हेरी अग्रिम छर्काव गर्नुहोस्।
